12b,T°C,RT/R25,R2,U2,R1
2077,24.353977033333685,1.028799041261699,10287.990412616911,2.535432689411852,9999.999999999998
2078,24.331751281466953,1.029805992320478,10298.0599232047,2.5366542347888346,9999.999999999998
2079,24.3095289230773,1.0308138687572868,10308.138687572784,2.5378757620658634,9999.999999999998
2080,24.287309958164737,1.031822670572125,10318.226705721165,2.5390972712429405,9999.999999999998
2081,24.265094386729253,1.032832397764993,10328.323977649843,2.5403187623200645,9999.999999999998
2082,24.242882208770844,1.0338430503358904,10338.430503358815,2.5415402352972363,9999.999999999996
2083,24.22067342428953,1.034854628284818,10348.546282848087,2.542761690174456,10000.0
2084,24.198468033285295,1.0358671316117747,10358.671316117654,2.543983126951722,10000.0
2085,24.17626603575814,1.036880560316761,10368.805603167515,2.5452045456290358,9999.999999999998
2086,24.154067431708064,1.0378949143997773,10378.949143997675,2.546425946206397,9999.999999999998
2087,24.13187222113508,1.038910193860823,10389.101938608132,2.547647328683806,9999.999999999998
2088,24.109680404039175,1.0399263986998983,10399.263986998883,2.5488686930612623,9999.999999999998
2089,24.087491980420353,1.0409435289170033,10409.435289169931,2.5500900393387655,9999.999999999996
2090,24.065306950278607,1.041961584512138,10419.615845121276,2.551311367516316,9999.999999999998
2091,24.043125313613956,1.0429805654853024,10429.805654852918,2.5525326775939154,9999.999999999998
2092,24.020947070426377,1.0440004718364961,10440.004718364855,2.5537539695715608,9999.999999999998
2093,23.998772220715892,1.0450213035657199,10450.213035657092,2.5549752434492543,10000.0
2094,23.976600764482477,1.0460430606729731,10460.430606729622,2.5561964992269948,10000.0
2095,23.95443270172615,1.0470657431582557,10470.657431582447,2.5574177369047826,9999.999999999996
2096,23.932268032446913,1.0480893510215683,10480.893510215572,2.5586389564826186,9999.999999999998
2097,23.910106756644748,1.0491138842629104,10491.13884262899,2.559860157960501,9999.999999999998
2098,23.88794887431967,1.050139342882282,10501.393428822706,2.5610813413384315,9999.999999999998
2099,23.865794385471677,1.0511657268796837,10511.65726879672,2.562302506616409,9999.999999999998
2100,23.843643290100765,1.0521930362551144,10521.93036255103,2.563523653794434,9999.999999999998
2101,23.82149558820694,1.0532212710085753,10532.212710085634,2.564744782872507,10000.0
2102,23.799351279790187,1.0542504311400656,10542.504311400535,2.5659658938506267,9999.999999999998
2103,23.777210364850532,1.0552805166495856,10552.805166495735,2.567186986728794,9999.999999999998
2104,23.75507284338795,1.0563115275371353,10563.11527537123,2.568408061507009,9999.999999999998
2105,23.732938715402447,1.0573434638027144,10573.43463802702,2.5696291181852713,9999.999999999998
2106,23.710807980894035,1.0583763254463232,10583.763254463109,2.570850156763581,10000.0
2107,23.688680639862707,1.0594101124679618,10594.101124679491,2.572071177241938,9999.999999999998
2108,23.666556692308454,1.06044482486763,10604.448248676174,2.5732921796203425,9999.999999999998
2109,23.64443613823129,1.0614804626453276,10614.804626453151,2.574513163898794,9999.999999999998
2110,23.622318977631206,1.062517025801055,10625.170258010423,2.575734130077293,9999.999999999998
2111,23.600205210508207,1.0635545143348122,10635.545143347994,2.5769550781558404,10000.0
2112,23.57809483686229,1.064592928246599,10645.92928246586,2.5781760081344345,9999.999999999998
2113,23.55598785669345,1.065632267536415,10656.322675364021,2.5793969200130755,9999.999999999996
2114,23.5338842700017,1.0666725322042612,10666.725322042481,2.580617813791765,9999.999999999998
2115,23.511784076787034,1.0677137222501367,10677.137222501236,2.581838689470501,9999.999999999998
2116,23.48968727704944,1.0687558376740418,10687.558376740288,2.5830595470492845,9999.999999999998
2117,23.46759387078894,1.0697988784759767,10697.988784759635,2.584280386528116,9999.999999999996
2118,23.44550385800552,1.070842844655941,10708.42844655928,2.585501207906994,9999.999999999998
2119,23.42341723869918,1.0718877362139354,10718.877362139221,2.5867220111859206,9999.999999999996
2120,23.401334012869924,1.072933553149959,10729.335531499459,2.587942796364894,9999.999999999996
2121,23.379254180517755,1.0739802954640123,10739.802954639992,2.5891635634439147,9999.999999999996
2122,23.35717774164267,1.0750279631560957,10750.279631560823,2.5903843124229833,9999.999999999998
2123,23.335104696244656,1.0760765562262082,10760.76556226195,2.5916050433020987,9999.999999999998
2124,23.313035044323737,1.0771260746743505,10771.260746743374,2.592825756081262,10000.0
2125,23.290968785879894,1.0781765185005225,10781.765185005092,2.594046450760472,9999.999999999996
2126,23.268905920913134,1.0792278877047239,10792.278877047105,2.5952671273397296,9999.999999999996
2127,23.246846449423465,1.0802801822869554,10802.80182286942,2.596487785819036,9999.999999999998
2128,23.224790371410865,1.0813334022472163,10813.334022472027,2.597708426198388,9999.999999999998
2129,23.20273768687536,1.082387547585507,10823.875475854933,2.598929048477789,9999.999999999998
2130,23.18068839581693,1.0834426183018269,10834.426183018135,2.600149652657236,9999.999999999996
2131,23.158642498235587,1.0844986143961766,10844.986143961632,2.601370238736731,9999.999999999998
2132,23.136599994131327,1.085555535868556,10855.555358685428,2.6025908067162735,9999.999999999998
2133,23.114560883504147,1.0866133827189652,10866.133827189518,2.6038113565958634,9999.999999999998
2134,23.092525166354054,1.087672154947404,10876.721549473907,2.6050318883755006,9999.999999999998
2135,23.07049284268104,1.0887318525538723,10887.31852553859,2.606252402055185,10000.0
2136,23.048463912485108,1.08979247553837,10897.924755383567,2.6074728976349166,9999.999999999998
2137,23.026438375766265,1.090854023900898,10908.540239008846,2.6086933751146963,9999.999999999998
2138,23.0044162325245,1.091916497641455,10919.16497641442,2.6099138344945234,10000.0
2139,22.98239748275982,1.092979896760042,10929.798967600287,2.611134275774398,9999.999999999998
2140,22.96038212647222,1.0940442212566583,10940.442212566453,2.612354698954319,9999.999999999998
2141,22.938370163661705,1.0951094711313047,10951.094711312917,2.6135751040342887,10000.0
2142,22.91636159432827,1.0961756463839802,10961.756463839673,2.614795491014305,9999.999999999998
2143,22.89435641847192,1.0972427470146857,10972.42747014673,2.616015859894369,9999.999999999998
2144,22.872354636092656,1.098310773023421,10983.107730234082,2.6172362106744806,10000.0
2145,22.85035624719047,1.0993797244101855,10993.797244101726,2.618456543354639,9999.999999999996
2146,22.828361251765365,1.1004496011749798,11004.49601174967,2.6196768579348455,9999.999999999998
2147,22.80636964981734,1.1015204033178039,11015.20403317791,2.6208971544150987,9999.999999999996
2148,22.78438144134641,1.1025921308386575,11025.921308386449,2.6221174327953998,9999.999999999996
2149,22.762396626352555,1.1036647837375408,11036.647837375283,2.623337693075748,9999.999999999998
2150,22.740415204835784,1.1047383620144537,11047.38362014441,2.624557935256144,9999.999999999996
2151,22.7184371767961,1.1058128656693962,11058.12865669384,2.6257781593365874,9999.999999999996
2152,22.696462542233498,1.1068882947023684,11068.882947023561,2.6269983653170783,10000.0
2153,22.674491301147974,1.1079646491133701,11079.64649113358,2.628218553197616,9999.999999999996
2154,22.65252345353953,1.1090419289024016,11090.419289023896,2.6294387229782012,9999.999999999996
2155,22.63055899940818,1.1101201340694629,11101.201340694508,2.6306588746588346,9999.999999999998
2156,22.608597938753906,1.1111992646145534,11111.992646145418,2.6318790082395154,10000.0
2157,22.586640271576716,1.1122793205376738,11122.793205376624,2.6330991237202435,10000.0
2158,22.56468599787661,1.1133603018388238,11133.603018388123,2.634319221101018,9999.999999999998
2159,22.542735117653585,1.1144422085180035,11144.42208517992,2.635539300381841,10000.0
2160,22.52078763090764,1.1155250405752128,11155.250405752015,2.636759361562711,10000.0
2161,22.498843537638777,1.1166087980104513,11166.087980104403,2.637979404643628,9999.999999999996
2162,22.47690246017332,1.11769353471573,11176.93534715719,2.6391994306789375,9999.999999999998
2163,22.454962132469152,1.1187795740431092,11187.795740430982,2.6404194459947066,9999.999999999998
2164,22.433022176852596,1.1198669698845982,11198.669698845875,2.6416394516452786,9999.999999999998
2165,22.411082593323652,1.120955722240198,11209.557222401876,2.6428594476306557,9999.999999999998
2166,22.389143381882313,1.122045831109908,11220.458311098977,2.644079433950836,10000.0
2167,22.367204542528587,1.1231372964937285,11231.37296493718,2.64529941060582,9999.999999999998
2168,22.345266075262476,1.1242301183916592,11242.301183916492,2.6465193775956086,9999.999999999998
2169,22.32332798008397,1.1253242968037003,11253.242968036904,2.6477393349202005,9999.999999999998
2170,22.301390256993074,1.1264198317298522,11264.19831729842,2.648959282579597,9999.999999999998
2171,22.27945290598979,1.1275167231701138,11275.16723170104,2.650179220573797,9999.999999999996
2172,22.257515927074117,1.1286149711244862,11286.149711244765,2.6513991489028013,9999.999999999998
2173,22.23557932024605,1.129714575592969,11297.145755929594,2.652619067566609,9999.999999999998
2174,22.2136430855056,1.1308155365755619,11308.155365755527,2.6538389765652215,10000.0
2175,22.191707222852752,1.1319178540722654,11319.178540722562,2.6550588758986366,9999.999999999998
2176,22.16977173228752,1.133021528083079,11330.215280830698,2.6562787655668565,9999.999999999998
2177,22.147836613809897,1.1341265586080034,11341.265586079942,2.65749864556988,9999.999999999998
2178,22.125901867419888,1.1352329456470378,11352.32945647029,2.658718515907708,10000.0
2179,22.10396749311748,1.1363406892001828,11363.406892001738,2.6599383765803393,9999.999999999996
2180,22.08203349090269,1.137449789267438,11374.497892674293,2.6611582275877743,9999.999999999998
2181,22.060099860775505,1.1385602458488036,11385.602458487952,2.6623780689300136,9999.999999999998
2182,22.038166602735934,1.13967205894428,11396.720589442713,2.6635979006070567,9999.999999999998
2183,22.016233716783972,1.140785228553866,11407.852285538576,2.664817722618904,9999.999999999998
2184,21.99430120291962,1.1418997546775629,11418.997546775548,2.6660375349655556,9999.999999999998
2185,21.97236906114288,1.1430156373153701,11430.15637315362,2.66725733764701,9999.999999999998
2186,21.95043729145375,1.1441328764672876,11441.328764672797,2.668477130663269,9999.999999999998
2187,21.928505893852225,1.1452514721333154,11452.514721333077,2.6696969140143314,9999.999999999996
2188,21.906574868338318,1.1463714243134537,11463.714243134462,2.670916687700198,9999.999999999998
2189,21.884644214912015,1.1474927330077025,11474.92733007695,2.6721364517208688,9999.999999999996
2190,21.86271393357333,1.1486153982160614,11486.153982160542,2.6733562060763436,9999.999999999998
2191,21.840784024322243,1.1497394199385307,11497.394199385235,2.674575950766622,9999.999999999998
2192,21.818854487158774,1.1508647981751106,11508.647981751034,2.6757956857917042,9999.999999999996
2193,21.796925322082913,1.1519915329258008,11519.915329257938,2.677015411151591,9999.999999999998
2194,21.77499652909467,1.1531196241906012,11531.196241905944,2.678235126846281,9999.999999999998
2195,21.753068108194025,1.1542490719695122,11542.490719695053,2.6794548328757752,9999.999999999998
2196,21.731140059380998,1.1553798762625336,11553.798762625267,2.6806745292400733,9999.999999999998
2197,21.70921238265558,1.156512037069665,11565.120370696586,2.6818942159391748,9999.999999999998
2198,21.68728507801777,1.1576455543909074,11576.455543909009,2.6831138929730813,9999.999999999998
2199,21.66535814546757,1.1587804282262597,11587.804282262534,2.684333560341791,9999.999999999998
2200,21.643431585004983,1.1599166585757223,11599.166585757162,2.6855532180453046,9999.999999999998
2201,21.621505396630006,1.1610542454392958,11610.542454392895,2.686772866083622,9999.999999999998
2202,21.59957958034264,1.1621931888169792,11621.93188816973,2.687992504456744,9999.999999999996
2203,21.57765413614288,1.1633334887087732,11633.33488708767,2.689212133164669,9999.999999999998
2204,21.555729064030732,1.1644751451146775,11644.751451146716,2.6904317522073984,10000.0
2205,21.533804364006198,1.1656181580346923,11656.181580346863,2.691651361584932,10000.0
2206,21.51188003606927,1.1667625274688171,11667.625274688115,2.692870961297269,9999.999999999998
2207,21.489956080219955,1.1679082534170526,11679.08253417047,2.6940905513444102,9999.999999999998
2208,21.468032496458243,1.169055335879398,11690.553358793928,2.695310131726355,9999.999999999998
2209,21.446109284784153,1.1702037748558547,11702.037748558492,2.6965297024431045,9999.999999999998
2210,21.424186445197666,1.171353570346421,11713.535703464158,2.697749263494657,9999.999999999998
2211,21.402263977698787,1.1725047223510978,11725.047223510926,2.6989688148810136,9999.999999999998
2212,21.380341882287524,1.1736572308698854,11736.572308698804,2.700188356602175,10000.0
2213,21.358420158963867,1.1748110959027829,11748.11095902778,2.7014078886581396,9999.999999999998
2214,21.336498807727825,1.175966317449791,11759.663174497862,2.7026274110489084,9999.999999999996
2215,21.314577828579385,1.1771228955109092,11771.228955109043,2.70384692377448,9999.999999999998
2216,21.292657221518564,1.178280830086138,11782.808300861334,2.7050664268348568,10000.0
2217,21.270736986545348,1.1794401211754773,11794.401211754726,2.7062859202300373,9999.999999999998
2218,21.248817123659745,1.1806007687789268,11806.007687789224,2.7075054039600213,10000.0
2219,21.22689763286175,1.1817627728964866,11817.627728964822,2.70872487802481,9999.999999999998
2220,21.204978514151367,1.1829261335281567,11829.261335281526,2.7099443424244014,9999.999999999998
2221,21.183059767528594,1.1840908506739378,11840.908506739335,2.711163797158798,9999.999999999998
2222,21.161141392993425,1.1852569243338285,11852.569243338246,2.712383242227997,9999.999999999998
2223,21.139223390545876,1.18642435450783,11864.243545078261,2.7136026776320015,9999.999999999996
2224,21.117305760185936,1.187593141195942,11875.93141195938,2.714822103370809,9999.999999999998
2225,21.0953885019136,1.188763284398164,11887.632843981604,2.716041519444421,9999.999999999998
2226,21.07347161572888,1.1899347841144965,11899.347841144929,2.7172609258528366,9999.999999999998
2227,21.051555101631767,1.1911076403449397,11911.076403449359,2.718480322596056,9999.999999999998
2228,21.029638959622265,1.1922818530894927,11922.81853089489,2.7196997096740794,9999.999999999998
2229,21.00772318970037,1.1934574223481562,11934.574223481528,2.7209190870869064,9999.999999999996
2230,20.985807791866094,1.1946343481209305,11946.343481209271,2.722138454834538,9999.999999999998
2231,20.96389276611942,1.195812630407815,11958.126304078118,2.7233578129169733,9999.999999999998
2232,20.941978112460358,1.1969922692088097,11969.922692088066,2.7245771613342122,9999.999999999998
2233,20.920063830888907,1.1981732645239147,11981.732645239117,2.7257965000862554,9999.999999999998
2234,20.898149921405064,1.1993556163531303,11993.556163531273,2.727015829173102,9999.999999999998
2235,20.876236384008838,1.2005393246964562,12005.393246964533,2.7282351485947536,10000.0
2236,20.85432321870022,1.2017243895538925,12017.243895538899,2.7294544583512086,10000.0
2237,20.832410425479207,1.2029108109254392,12029.108109254366,2.730673758442467,10000.0
2238,20.810498004345806,1.2040985888110964,12040.985888110936,2.731893048868529,9999.999999999998
2239,20.788585955300018,1.2052877232108636,12052.87723210861,2.7331123296293955,9999.999999999998
2240,20.76667427834184,1.2064782141247417,12064.78214124739,2.734331600725066,9999.999999999998
2241,20.74476297347127,1.2076700615527296,12076.700615527274,2.7355508621555407,9999.999999999998
2242,20.72285204068831,1.208863265494828,12088.632654948258,2.7367701139208185,9999.999999999998
2243,20.700941479992967,1.210057825951037,12100.57825951035,2.7379893560209014,10000.0
2244,20.679031291385222,1.2112537429213561,12112.537429213542,2.7392085884557873,9999.999999999998
2245,20.65712147486509,1.2124510164057858,12124.510164057838,2.7404278112254765,9999.999999999996
2246,20.635212030432577,1.2136496464043258,12136.49646404324,2.741647024329971,9999.999999999998
2247,20.61330295808767,1.2148496329169765,12148.496329169746,2.742866227769269,9999.999999999998
2248,20.591394257830373,1.2160509759437372,12160.509759437355,2.744085421543371,9999.999999999998
2249,20.569485929660686,1.2172536754846084,12172.536754846067,2.7453046056522767,10000.0
2250,20.54757797357861,1.21845773153959,12184.577315395883,2.7465237800959863,9999.999999999998
2251,20.52567038958414,1.2196631441086818,12196.631441086802,2.7477429448744997,9999.999999999996
2252,20.503763177677282,1.220869913191884,12208.699131918824,2.748962099987817,9999.999999999998
2253,20.481856337858034,1.2220780387891967,12220.780387891953,2.7501812454359382,9999.999999999998
2254,20.4599498701264,1.2232875209006198,12232.875209006184,2.751400381218864,9999.999999999998
2255,20.438043774482374,1.2244983595261532,12244.98359526152,2.752619507336593,9999.999999999996
2256,20.416138050925955,1.225710554665797,12257.105546657956,2.7538386237891266,9999.999999999998
2257,20.394232699457156,1.2269241063195513,12269.2410631955,2.7550577305764636,9999.999999999998
2258,20.37232772007596,1.2281390144874158,12281.390144874147,2.7562768276986045,9999.999999999998
2259,20.350423112782373,1.2293552791693905,12293.552791693895,2.7574959151555487,9999.999999999998
2260,20.3285188775764,1.2305729003654757,12305.72900365475,2.758714992947298,9999.999999999998
2261,20.306615014458032,1.2317918780756714,12317.918780756707,2.7599340610738503,9999.999999999998
2262,20.284711523427276,1.2330122122999774,12330.122122999768,2.7611531195352073,10000.0
2263,20.262808404484133,1.2342339030383938,12342.339030383931,2.762372168331368,9999.999999999998
2264,20.240905657628595,1.2354569502909205,12354.569502909198,2.763591207462332,9999.999999999998
2265,20.219003282860672,1.2366813540575579,12366.813540575571,2.7648102369281005,9999.999999999998
2266,20.197101280180362,1.2379071143383054,12379.07114338305,2.766029256728673,9999.999999999996
2267,20.175199649587658,1.2391342311331635,12391.34231133163,2.767248266864049,9999.999999999998
2268,20.153298391082565,1.2403627044421315,12403.627044421311,2.768467267334229,9999.999999999998
2269,20.13139750466508,1.2415925342652103,12415.925342652099,2.7696862581392137,9999.999999999998
2270,20.109496990335206,1.2428237206023993,12428.237206023989,2.7709052392790015,9999.999999999998
2271,20.087596848092943,1.2440562634536987,12440.562634536986,2.772124210753593,9999.999999999996
2272,20.065697077938292,1.2452901628191082,12452.90162819108,2.7733431725629893,9999.999999999996
2273,20.04379767987125,1.2465254186986285,12465.254186986283,2.7745621247071885,9999.999999999998
2274,20.021898653891817,1.247762031092259,12477.62031092259,2.775781067186192,9999.999999999998
2275,20.0,1.249,12490.0,2.777,10000.0
2276,19.978101718195784,1.2502393254218511,12502.393254218514,2.7782189231486116,9999.999999999998
2277,19.956203808479188,1.2514800073578132,12514.800073578133,2.7794378366320274,10000.0
2278,19.934306270850193,1.252722045807885,12527.220458078851,2.780656740450246,9999.999999999996
2279,19.912409105308814,1.2539654407720675,12539.65440772068,2.7818756346032703,10000.0
2280,19.890512311855044,1.2552101922503602,12552.101922503603,2.7830945190910965,9999.999999999998
2281,19.86861589048888,1.2564563002427633,12564.563002427636,2.784313393913728,9999.999999999998
2282,19.84671984121033,1.2577037647492768,12577.037647492773,2.785532259071163,9999.999999999998
2283,19.824824164019393,1.2589525857699009,12589.525857699013,2.7867511145634016,9999.999999999998
2284,19.80292885891606,1.260202763304635,12602.027633046355,2.787969960390445,10000.0
2285,19.781033925900342,1.2614542973534797,12614.542973534804,2.7891887965522915,9999.999999999998
2286,19.759139364972235,1.2627071879164349,12627.071879164354,2.7904076230489427,10000.0
2287,19.737245176131736,1.2639614349935002,12639.61434993501,2.7916264398803965,9999.999999999998
2288,19.715351359378847,1.265217038584676,12652.170385846766,2.792845247046655,9999.999999999998
2289,19.69345791471357,1.2664739986899622,12664.739986899629,2.7940640445477176,10000.0
2290,19.6715648421359,1.2677323153093587,12677.323153093594,2.7952828323835837,9999.999999999998
2291,19.64967214164584,1.2689919884428653,12689.919884428664,2.796501610554254,9999.999999999996
2292,19.627779813243393,1.2702530180904827,12702.530180904838,2.7977203790597285,9999.999999999998
2293,19.605887856928554,1.2715154042522103,12715.154042522112,2.798939137900006,9999.999999999998
2294,19.58399627270133,1.2727791469280485,12727.791469280495,2.8001578870750885,9999.999999999998
2295,19.562105060561713,1.2740442461179968,12740.44246117998,2.8013766265849744,10000.0
2296,19.540214220509704,1.2753107018220555,12753.107018220566,2.8025953564296646,10000.0
2297,19.518323752545303,1.2765785140402248,12765.785140402259,2.803814076609158,9999.999999999996
2298,19.496433656668522,1.2778476827725043,12778.476827725055,2.805032787123456,9999.999999999998
2299,19.474543932879346,1.279118208018894,12791.182080188953,2.8062514879725575,9999.999999999998
2300,19.45265458117777,1.2803900897793943,12803.900897793956,2.807470179156462,9999.999999999996
2301,19.430765601563824,1.2816633280540053,12816.633280540065,2.8086888606751725,9999.999999999998
2302,19.408876994037477,1.2829379228427262,12829.379228427275,2.8099075325286855,9999.999999999998
2303,19.38698875859874,1.2842138741455575,12842.13874145559,2.8111261947170028,9999.999999999998
2304,19.365100895247615,1.2854911819624995,12854.911819625007,2.8123448472401242,9999.999999999998
2305,19.3432134039841,1.2867698462935515,12867.698462935528,2.8135634900980495,9999.999999999998
2306,19.321326284808197,1.2880498671387142,12880.498671387157,2.8147821232907786,10000.0
2307,19.2994395377199,1.289331244497987,12893.312444979885,2.816000746818311,9999.999999999998
2308,19.277553162719215,1.2906139783713702,12906.13978371372,2.817219360680648,10000.0
2309,19.25566715980614,1.291898068758864,12918.980687588657,2.8184379648777886,9999.999999999998
2310,19.23378152898068,1.293183515660468,12931.835156604695,2.819656559409733,9999.999999999998
2311,19.211896270242825,1.2944703190761824,12944.70319076184,2.8208751442764823,9999.999999999998
2312,19.190011383592577,1.295758479006007,12957.584790060087,2.822093719478035,9999.999999999998
2313,19.168126869029948,1.297047995449942,12970.479954499438,2.8233122850143904,9999.999999999998
2314,19.14624272655492,1.2983388684079875,12983.388684079893,2.824530840885551,9999.999999999996
2315,19.124358956167512,1.2996310978801437,12996.310978801455,2.825749387091516,10000.0
2316,19.10247555786771,1.30092468386641,13009.246838664118,2.826967923632284,10000.0
2317,19.080592531655515,1.3022196263667867,13022.196263667885,2.8281864505078564,10000.0
2318,19.058709877530934,1.3035159253812736,13035.159253812755,2.829404967718232,9999.999999999998
2319,19.03682759549396,1.304813580909871,13048.13580909873,2.830623475263412,9999.999999999998
2320,19.0149456855446,1.3061125929525788,13061.125929525806,2.831841973143396,9999.999999999998
2321,18.993064147682848,1.3074129615093968,13074.129615093989,2.8330604613581842,9999.999999999998
2322,18.971182981908704,1.3087146865803254,13087.146865803274,2.8342789399077755,9999.999999999998
2323,18.949302188222177,1.3100177681653644,13100.177681653666,2.8354974087921714,9999.999999999998
2324,18.927421766623254,1.3113222062645138,13113.222062645156,2.836715868011371,9999.999999999998
2325,18.905541717111944,1.3126280008777735,13126.280008777752,2.8379343175653746,9999.999999999998
2326,18.883662039688243,1.3139351520051432,13139.351520051452,2.8391527574541815,9999.999999999998
2327,18.861782734352154,1.315243659646624,13152.43659646626,2.840371187677793,10000.0
2328,18.839903801103674,1.3165535238022146,13165.535238022167,2.841589608236208,9999.999999999998
2329,18.818025239942806,1.3178647444719158,13178.647444719181,2.8428080191294276,10000.0
2330,18.796147050869543,1.3191773216557272,13191.773216557294,2.8440264203574506,9999.999999999998
2331,18.774269233883896,1.3204912553536492,13204.912553536513,2.845244811920278,10000.0
2332,18.752391788985854,1.3218065455656816,13218.065455656837,2.8464631938179084,9999.999999999998
2333,18.730514716175428,1.323123192291824,13231.231922918265,2.847681566050343,10000.0
2334,18.708638015452607,1.324441195532077,13244.411955320793,2.8488999286175822,9999.999999999998
2335,18.686761686817402,1.3257605552864404,13257.605552864428,2.8501182815196247,10000.0
2336,18.664885730269802,1.3270812715549145,13270.812715549167,2.8513366247564713,10000.0
2337,18.643010145809814,1.3284033443374985,13284.033443375007,2.852554958328122,9999.999999999998
2338,18.621134933437435,1.329726773634193,13297.267736341952,2.853773282234576,9999.999999999998
2339,18.59926009315267,1.3310515594449979,13310.51559445,2.854991596475834,10000.0
2340,18.57738562495551,1.332377701769913,13323.777017699154,2.8562099010518964,9999.999999999998
2341,18.555511528845962,1.3337052006089387,13337.05200608941,2.8574281959627625,9999.999999999998
2342,18.53363780482403,1.3350340559620748,13350.340559620772,2.8586464812084333,9999.999999999998
2343,18.511764452889704,1.3363642678293213,13363.642678293238,2.859864756788907,10000.0
2344,18.48989147304298,1.3376958362106781,13376.958362106805,2.861083022704185,9999.999999999998
2345,18.468018865283874,1.339028761106145,13390.287611061474,2.862301278954267,9999.999999999998
2346,18.446146629612382,1.340363042515723,13403.630425157251,2.863519525539153,10000.0
2347,18.424274766028496,1.3416986804394107,13416.986804394128,2.8647377624588417,10000.0
2348,18.40240327453222,1.3430356748772088,13430.356748772112,2.8659559897133358,10000.0
2349,18.380532155123554,1.3443740258291175,13443.740258291198,2.867174207302633,10000.0
2350,18.3586614078025,1.3457137332951365,13457.137332951392,2.868392415226735,10000.0
2351,18.336791032569053,1.3470547972752658,13470.547972752684,2.86961061348564,10000.0
2352,18.314921029423218,1.3483972177695056,13483.97217769508,2.870828802079349,9999.999999999998
2353,18.293051398364994,1.3497409947778558,13497.409947778582,2.8720469810078626,10000.0
2354,18.27118213939438,1.3510861283003164,13510.861283003187,2.8732651502711795,9999.999999999998
2355,18.249313252511378,1.3524326183368873,13524.326183368896,2.8744833098693006,10000.0
2356,18.22744473771598,1.3537804648875684,13537.804648875708,2.875701459802225,9999.999999999998
2357,18.205576595008196,1.35512966795236,13551.296679523624,2.876919600069954,9999.999999999998
2358,18.183708824388024,1.3564802275312622,13564.802275312646,2.878137730672487,10000.0
2359,18.16184142585546,1.3578321436242746,13578.32143624277,2.879355851609824,9999.999999999998
2360,18.139974399410505,1.3591854162313974,13591.854162313997,2.8805739628819644,10000.0
2361,18.118107745053166,1.3605400453526304,13605.40045352633,2.881792064488909,10000.0
2362,18.096241462783432,1.3618960309879742,13618.960309879763,2.8830101564306574,10000.0
2363,18.074375552601314,1.363253373137428,13632.533731374304,2.88422823870721,10000.0
2364,18.052510014506797,1.3646120718009922,13646.120718009945,2.885446311318566,10000.0
2365,18.030644848499897,1.3659721269786669,13659.721269786693,2.8866643742647264,10000.0
2366,18.008780054580605,1.3673335386704517,13673.335386704543,2.88788242754569,9999.999999999998
2367,17.986915632748925,1.3686963068763474,13686.963068763496,2.8891004711614583,10000.0
2368,17.965051583004854,1.370060431596353,13700.604315963556,2.89031850511203,10000.0
2369,17.943187905348392,1.371425912830469,13714.259128304715,2.8915365293974062,10000.0
2370,17.921324599779542,1.3727927505786957,13727.92750578698,2.8927545440175857,9999.999999999998
2371,17.8994616662983,1.3741609448410328,13741.609448410349,2.89397254897257,10000.0
2372,17.877599104904668,1.3755304956174799,13755.304956174823,2.8951905442623573,10000.0
2373,17.85573691559865,1.3769014029080378,13769.0140290804,2.8964085298869486,10000.0
2374,17.83387509838024,1.3782736667127056,13782.73666712708,2.8976265058463446,10000.0
2375,17.81201365324944,1.3796472870314842,13796.472870314863,2.898844472140544,10000.0
2376,17.79015258020625,1.3810222638643728,13810.22263864375,2.900062428769547,9999.999999999998
2377,17.76829187925067,1.3823985972113717,13823.98597211374,2.901280375733354,9999.999999999998
2378,17.746431550382702,1.3837762870724815,13837.762870724837,2.9024983130319653,10000.0
2379,17.72457159360234,1.3851553334477016,13851.553334477036,2.9037162406653803,10000.0
2380,17.702712008909597,1.3865357363370319,13865.357363370338,2.9049341586335995,10000.0
2381,17.680852796304457,1.3879174957404725,13879.174957404746,2.906152066936622,10000.0
2382,17.65899395578693,1.3893006116580233,13893.006116580254,2.907369965574449,10000.0
2383,17.63713548735701,1.3906850840896847,13906.850840896866,2.9085878545470796,9999.999999999998
2384,17.6152773910147,1.3920709130354565,13920.709130354586,2.9098057338545145,10000.0
2385,17.593419666760006,1.3934580984953384,13934.580984953407,2.911023603496753,9999.999999999998
2386,17.57156231459292,1.3948466404693312,13948.466404693332,2.9122414634737956,10000.0
2387,17.54970533451344,1.396236538957434,13962.365389574361,2.913459313785642,9999.999999999998
2388,17.527848726521572,1.3976277939596473,13976.277939596494,2.914677154432292,9999.999999999998
2389,17.505992490617317,1.399020405475971,13990.20405475973,2.915894985413747,10000.0
2390,17.484135332507673,1.400414706680587,14004.14706680589,2.917112832556264,10000.0
2391,17.46227595789964,1.4018110307476774,14018.110307476796,2.9183307216861025,9999.999999999998
2392,17.440414366793217,1.4032093776772425,14032.093776772444,2.9195486528032633,10000.0
2393,17.418550559188407,1.4046097474692818,14046.097474692839,2.920766625907745,10000.0
2394,17.39668453508521,1.4060121401237955,14060.121401237975,2.9219846409995496,10000.000000000002
2395,17.374816294483626,1.4074165556407838,14074.165556407857,2.923202698078675,9999.999999999998
2396,17.352945837383647,1.4088229940202461,14088.229940202482,2.9244207971451224,9999.999999999998
2397,17.331073163785284,1.4102314552621833,14102.314552621852,2.9256389381988916,9999.999999999998
